text_k1,text_b,text_w,title_w,anchor_w,pr_w,pv_w,query,duration,quality
0.1,0,0,0.35,0,0,0,Cheese types and production,1.487686396,0.11
0.1,0,0,0.35,0,0,0,Anime history Japan Studio Ghibli,2.86007905,0.12
0.1,0,0,0.35,0,0,0,Berlin Wall fall reunification,1.889259338,0.15
0.1,0,0,0.35,0,0,0,Sushi origins Japan,1.49844408,0.00
0.1,0,0,0.35,0,0,0,World War I causes consequences,4.284044743,0.12
0.1,0,0,0.35,0,0,0,Higgs Boson discovery physics,1.86657548,0.11
0.1,0,0,0.35,0,0,0,Golden Age of Hollywood films,3.388984442,0.13
0.1,0,0,0.35,0,0,0,Byzantine Empire Constantinople history,1.351614475,0.29
0.1,0,0,0.35,0,0,0,Turing Machine early computing,2.033488274,0.13
0.1,0,0,0.35,0,0,0,Theory of Relativity Einstein,1.187462807,0.23
0.1,0,0,0.35,0,0,0,Mobile phone technology evolution,1.791200161,0.14
0.1,0,0,0.35,0,0,0,History of chocolate production,1.187284708,0.00
0.1,0,0,0.35,0,0,0,Apollo 11 moon landing 1969,2.216043711,0.16
0.1,0,0,0.35,0,0,0,Gothic architecture medieval cathedrals,1.562112808,0.52
0.1,0,0,0.35,0,0,0,Russian Revolution 1917 Bolsheviks,1.827353477,0.00
0.1,0,0,0.35,0,0,0,Academy Awards history Oscars,3.380782843,0.00
0.1,0,0,0.35,0,0,0,Fermentation food preservation techniques,1.509889364,0.19
0.1,0,0,0.35,0,0,0,History of pizza Italian cuisine,1.571382046,0.08
0.1,0,0,0.35,0,0,0,French cuisine traditional dishes,1.861178398,0.08
0.1,0,0,0.35,0,0,0,Endangered species conservation efforts,2.341543674,0.10
0.1,0,0,0.35,0,0,0,Greek mythology Western culture,2.255913496,0.23
0.1,0,0,0.35,0,0,0,Cold War proxy conflicts,2.539401293,0.14
0.1,0,0,0.35,0,0,0,Nelson Mandela apartheid biography,1.657119036,0.30
0.1,0,0,0.6,0,0,0,Human Genome Project DNA mapping,1.803417206,0.25
0.1,0,0,0.6,0,0,0,Italian pasta varieties and recipes,1.720430374,0.00
0.1,0,0,0.6,0,0,0,Street food around the world,3.28937459,0.09
0.1,0,0,0.6,0,0,0,Surrealism art Salvador Dalí,2.203680277,0.28
0.1,0,0,0.6,0,0,0,Mediterranean diet health benefits,1.952273369,0.07
0.1,0,0,0.6,0,0,0,Civil Rights Movement 1960s protests,3.194295645,0.30
0.1,0,0,0.6,0,0,0,Manhattan Project atomic bomb,1.477049828,0.13
0.1,0,0,0.6,0,0,0,Cheese types and production,1.246620178,0.11
0.1,0,0,0.6,0,0,0,Anime history Japan Studio Ghibli,2.646017551,0.12
0.1,0,0,0.6,0,0,0,Berlin Wall fall reunification,1.847785473,0.15
0.1,0,0,0.6,0,0,0,Sushi origins Japan,1.317547321,0.00
0.1,0,0,0.6,0,0,0,World War I causes consequences,4.02849412,0.12
0.1,0,0,0.6,0,0,0,Higgs Boson discovery physics,1.515891314,0.11
0.1,0,0,0.6,0,0,0,Golden Age of Hollywood films,3.236627817,0.13
0.1,0,0,0.6,0,0,0,Byzantine Empire Constantinople history,1.270478249,0.29
0.1,0,0,0.6,0,0,0,Turing Machine early computing,1.895060539,0.13
0.1,0,0,0.6,0,0,0,Theory of Relativity Einstein,1.28514719,0.23
0.1,0,0,0.6,0,0,0,Mobile phone technology evolution,1.705845833,0.14
0.1,0,0,0.6,0,0,0,History of chocolate production,0.929471731,0.00
0.1,0,0,0.6,0,0,0,Apollo 11 moon landing 1969,2.112139702,0.16
0.1,0,0,0.6,0,0,0,Gothic architecture medieval cathedrals,1.607533693,0.52
0.1,0,0,0.6,0,0,0,Russian Revolution 1917 Bolsheviks,1.790952682,0.00
0.1,0,0,0.6,0,0,0,Academy Awards history Oscars,3.287593603,0.00
0.1,0,0,0.6,0,0,0,Fermentation food preservation techniques,1.359263182,0.19
0.1,0,0,0.6,0,0,0,History of pizza Italian cuisine,1.345952511,0.08
0.1,0,0,0.1,0,0,0,Human Genome Project DNA mapping,2.215827942,0.25
0.1,0,0,0.1,0,0,0,Italian pasta varieties and recipes,1.786426067,0.00
0.1,0,0,0.1,0,0,0,Street food around the world,3.309076786,0.09
0.1,0,0,0.1,0,0,0,Surrealism art Salvador Dalí,2.075650692,0.28
0.1,0,0,0.1,0,0,0,Mediterranean diet health benefits,1.8389256,0.07
0.1,0,0,0.1,0,0,0,Civil Rights Movement 1960s protests,3.36874795,0.30
0.1,0,0,0.1,0,0,0,Manhattan Project atomic bomb,1.524994135,0.13
0.1,0,0,0.1,0,0,0,Cheese types and production,1.256478071,0.11
0.1,0,0,0.1,0,0,0,Anime history Japan Studio Ghibli,2.55734849,0.12
0.1,0,0,0.1,0,0,0,Berlin Wall fall reunification,1.826652527,0.15
0.1,0,0,0.1,0,0,0,Sushi origins Japan,1.357828856,0.00
0.1,0,0,0.1,0,0,0,World War I causes consequences,4.066859961,0.12
0.1,0,0,0.1,0,0,0,Higgs Boson discovery physics,1.762130976,0.11
0.1,0,0,0.1,0,0,0,Golden Age of Hollywood films,3.067477465,0.13
0.1,0,0,0.1,0,0,0,Byzantine Empire Constantinople history,1.300727367,0.29
0.1,0,0,0.1,0,0,0,Turing Machine early computing,1.839678764,0.13
0.1,0,0,0.1,0,0,0,Theory of Relativity Einstein,1.103377819,0.23
0.1,0,0,0.1,0,0,0,Mobile phone technology evolution,1.695376396,0.14
0.1,0,0,0.1,0,0,0,History of chocolate production,0.959898949,0.00
0.1,0,0,0.1,0,0,0,Apollo 11 moon landing 1969,2.001869917,0.16
0.1,0,0,0.1,0,0,0,Gothic architecture medieval cathedrals,1.450357199,0.52
0.1,0,0,0.1,0,0,0,Russian Revolution 1917 Bolsheviks,1.601235151,0.00
0.1,0,0,0.1,0,0,0,Academy Awards history Oscars,2.965250492,0.00
0.1,0,0,0.1,0,0,0,Fermentation food preservation techniques,1.416167498,0.19
0.1,0,0,0.1,0,0,0,History of pizza Italian cuisine,1.362632275,0.08
0.1,0,0,0.1,0,0,0,French cuisine traditional dishes,1.789343834,0.08
0.1,0,0,0.1,0,0,0,Endangered species conservation efforts,2.054613829,0.10
0.1,0,0,0.1,0,0,0,Greek mythology Western culture,2.185387611,0.23
0.1,0,0,0.1,0,0,0,Cold War proxy conflicts,2.424248219,0.14
0.1,0,0,0.1,0,0,0,Nelson Mandela apartheid biography,1.535411596,0.30
0.1,0,0,0.35,0,0,0,Human Genome Project DNA mapping,1.696944475,0.25
0.1,0,0,0.35,0,0,0,Italian pasta varieties and recipes,1.674524307,0.00
0.1,0,0,0.35,0,0,0,Street food around the world,3.018776417,0.09
0.1,0,0,0.35,0,0,0,Surrealism art Salvador Dalí,1.947742939,0.28
0.1,0,0,0.35,0,0,0,Mediterranean diet health benefits,1.723712683,0.07
0.1,0,0,0.35,0,0,0,Civil Rights Movement 1960s protests,3.054713726,0.30
0.1,0,0,0.35,0,0,0,Manhattan Project atomic bomb,1.414205313,0.13
0.1,0,0,0.35,0,0,0,Cheese types and production,1.316092014,0.11
0.1,0,0,0.35,0,0,0,Anime history Japan Studio Ghibli,2.43890357,0.12
0.1,0,0,0.35,0,0,0,Berlin Wall fall reunification,1.783112764,0.15
0.1,0,0,0.35,0,0,0,Sushi origins Japan,1.363316536,0.00
0.1,0,0,0.35,0,0,0,World War I causes consequences,3.844865561,0.12
0.1,0,0,0.35,0,0,0,Higgs Boson discovery physics,1.411667824,0.11
0.1,0,0,0.35,0,0,0,Golden Age of Hollywood films,3.025347233,0.13
0.1,0,0,0.35,0,0,0,Byzantine Empire Constantinople history,1.207721472,0.29
0.1,0,0,0.35,0,0,0,Turing Machine early computing,1.747804642,0.13
0.1,0,0,0.35,0,0,0,Theory of Relativity Einstein,1.211234808,0.23
0.1,0,0,0.35,0,0,0,Mobile phone technology evolution,1.525926113,0.14
0.1,0,0,0.35,0,0,0,History of chocolate production,1.003948927,0.00
0.1,0,0,0.35,0,0,0,Apollo 11 moon landing 1969,1.912766695,0.16
0.1,0,0,0.35,0,0,0,Gothic architecture medieval cathedrals,1.52927494,0.52
0.1,0,0,0.35,0,0,0,Russian Revolution 1917 Bolsheviks,1.836206913,0.00
0.1,0,0,0.35,0,0,0,Academy Awards history Oscars,3.038183689,0.00
0.1,0,0,0.35,0,0,0,Fermentation food preservation techniques,1.323666334,0.19
0.1,0,0,0.35,0,0,0,History of pizza Italian cuisine,1.34071517,0.08
0.1,0,0,0.35,0,0,0,French cuisine traditional dishes,2.176602602,0.08
0.1,0,0,0.35,0,0,0,Endangered species conservation efforts,1.860955,0.10
0.1,0,0,0.35,0,0,0,Greek mythology Western culture,1.994181156,0.23
0.1,0,0,0.35,0,0,0,Cold War proxy conflicts,2.378002167,0.14
0.1,0,0,0.35,0,0,0,Nelson Mandela apartheid biography,1.574788332,0.30
0.1,0,0,0.6,0,0,0,Human Genome Project DNA mapping,1.814986467,0.25
0.1,0,0,0.6,0,0,0,Italian pasta varieties and recipes,1.54687953,0.00
0.1,0,0,0.6,0,0,0,Street food around the world,3.143973827,0.09
0.1,0,0,0.6,0,0,0,Surrealism art Salvador Dalí,1.927379131,0.28
0.1,0,0,0.6,0,0,0,Mediterranean diet health benefits,1.608820438,0.07
0.1,0,0,0.6,0,0,0,Civil Rights Movement 1960s protests,2.880403996,0.30
0.1,0,0,0.6,0,0,0,Manhattan Project atomic bomb,1.386402845,0.13
0.1,0,0,0.6,0,0,0,Cheese types and production,1.279893875,0.11
0.1,0,0,0.6,0,0,0,Anime history Japan Studio Ghibli,2.30948472,0.12
0.1,0,0,0.6,0,0,0,Berlin Wall fall reunification,1.694167137,0.15
0.1,0,0,0.6,0,0,0,Sushi origins Japan,1.268043995,0.00
0.1,0,0,0.6,0,0,0,World War I causes consequences,3.719886303,0.12
0.1,0,0,0.6,0,0,0,Higgs Boson discovery physics,1.392425537,0.11
0.1,0,0,0.6,0,0,0,Golden Age of Hollywood films,2.990104675,0.13
0.1,0,0,0.6,0,0,0,Byzantine Empire Constantinople history,1.121798515,0.29
0.1,0,0,0.6,0,0,0,Turing Machine early computing,1.678848267,0.13
0.1,0,0,0.6,0,0,0,Theory of Relativity Einstein,1.076553106,0.23
0.1,0,0,0.6,0,0,0,Mobile phone technology evolution,1.530001879,0.14
0.1,0,0,0.6,0,0,0,History of chocolate production,0.86803174,0.00
0.1,0,0,0.6,0,0,0,Apollo 11 moon landing 1969,1.841338634,0.16
0.1,0,0,0.6,0,0,0,Gothic architecture medieval cathedrals,1.390485525,0.52
0.1,0,0,0.6,0,0,0,Russian Revolution 1917 Bolsheviks,1.449326754,0.00
0.1,0,0,0.6,0,0,0,Academy Awards history Oscars,3.174367428,0.00
0.1,0,0,0.6,0,0,0,Fermentation food preservation techniques,1.334760427,0.19
0.1,0,0,0.6,0,0,0,History of pizza Italian cuisine,1.197807074,0.08
0.5,0.5,0,0.1,0,0.2,0.2,Human Genome Project DNA mapping,2.956943512,0.27
0.5,0.5,0,0.1,0,0.2,0.2,Italian pasta varieties and recipes,2.30292654,0.00
0.5,0.5,0,0.1,0,0.2,0.2,Street food around the world,3.806496382,0.07
0.5,0.5,0,0.1,0,0.2,0.2,Surrealism art Salvador Dalí,2.401353598,0.24
0.5,0.5,0,0.1,0,0.2,0.2,Mediterranean diet health benefits,2.145869255,0.07
0.5,0.5,0,0.1,0,0.2,0.2,Civil Rights Movement 1960s protests,3.547356606,0.30
0.5,0.5,0,0.1,0,0.2,0.2,Manhattan Project atomic bomb,1.954338789,0.14
0.5,0.5,0,0.1,0,0.2,0.2,Cheese types and production,1.704375029,0.16
0.5,0.5,0,0.1,0,0.2,0.2,Anime history Japan Studio Ghibli,2.832340479,0.09
0.5,0.5,0,0.1,0,0.2,0.2,Berlin Wall fall reunification,2.022612333,0.10
0.5,0.5,0,0.1,0,0.2,0.2,Sushi origins Japan,1.468798161,0.00
0.5,0.5,0,0.1,0,0.2,0.2,World War I causes consequences,4.15275979,0.25
0.5,0.5,0,0.1,0,0.2,0.2,Higgs Boson discovery physics,1.795958757,0.19
0.5,0.5,0,0.1,0,0.2,0.2,Golden Age of Hollywood films,3.349396467,0.14
0.5,0.5,0,0.1,0,0.2,0.2,Byzantine Empire Constantinople history,1.294674873,0.47
0.5,0.5,0,0.1,0,0.2,0.2,Turing Machine early computing,2.201930761,0.20
0.5,0.5,0,0.1,0,0.2,0.2,Theory of Relativity Einstein,1.495285034,0.23
0.5,0.5,0,0.1,0,0.2,0.2,Mobile phone technology evolution,1.898486614,0.19
0.5,0.5,0,0.1,0,0.2,0.2,History of chocolate production,1.091175318,0.12
0.5,0.5,0,0.1,0,0.2,0.2,Apollo 11 moon landing 1969,2.26057148,0.10
0.5,0.5,0,0.1,0,0.2,0.2,Gothic architecture medieval cathedrals,1.749783516,0.27
0.5,0.5,0,0.1,0,0.2,0.2,Russian Revolution 1917 Bolsheviks,1.910014153,0.23
0.5,0.5,0,0.1,0,0.2,0.2,Academy Awards history Oscars,3.354678154,0.41
0.5,0.5,0,0.1,0,0.2,0.2,Fermentation food preservation techniques,1.883778334,0.19
0.5,0.5,0,0.1,0,0.2,0.2,History of pizza Italian cuisine,1.671855688,0.16
0.5,0.5,0,0.1,0,0.2,0.2,French cuisine traditional dishes,1.951252699,0.08
0.5,0.5,0,0.1,0,0.2,0.2,Endangered species conservation efforts,2.349226475,0.00
0.5,0.5,0,0.1,0,0.2,0.2,Greek mythology Western culture,2.299561739,0.19
0.5,0.5,0,0.1,0,0.2,0.2,Cold War proxy conflicts,2.690905333,0.15
0.5,0.5,0,0.1,0,0.2,0.2,Nelson Mandela apartheid biography,1.669258118,0.15
0.5,0.5,0,0.35,0,0.2,0.2,Human Genome Project DNA mapping,2.17792058,0.37
0.5,0.5,0,0.35,0,0.2,0.2,Italian pasta varieties and recipes,1.78028965,0.00
0.5,0.5,0,0.35,0,0.2,0.2,Street food around the world,3.385575533,0.11
0.5,0.5,0,0.35,0,0.2,0.2,Surrealism art Salvador Dalí,2.217368364,0.30
0.5,0.5,0,0.35,0,0.2,0.2,Mediterranean diet health benefits,2.070365667,0.08
0.5,0.5,0,0.35,0,0.2,0.2,Civil Rights Movement 1960s protests,3.580632925,0.39
0.5,0.5,0,0.35,0,0.2,0.2,Manhattan Project atomic bomb,1.774818659,0.35
0.5,0.5,0,0.35,0,0.2,0.2,Cheese types and production,1.363292694,0.55
0.5,0.5,0,0.35,0,0.2,0.2,Anime history Japan Studio Ghibli,2.872219324,0.14
0.5,0.5,0,0.35,0,0.2,0.2,Berlin Wall fall reunification,1.999863863,0.25
0.5,0.5,0,0.35,0,0.2,0.2,Sushi origins Japan,1.503501654,0.00
0.5,0.5,0,0.35,0,0.2,0.2,World War I causes consequences,4.208291292,0.29
0.5,0.5,0,0.35,0,0.2,0.2,Higgs Boson discovery physics,1.819571733,0.19
0.5,0.5,0,0.35,0,0.2,0.2,Golden Age of Hollywood films,3.509038687,0.16
0.5,0.5,0,0.35,0,0.2,0.2,Byzantine Empire Constantinople history,1.241809368,0.47
0.5,0.5,0,0.35,0,0.2,0.2,Turing Machine early computing,1.882931232,0.24
0.5,0.5,0,0.35,0,0.2,0.2,Theory of Relativity Einstein,1.410436392,0.23
0.5,0.5,0,0.35,0,0.2,0.2,Mobile phone technology evolution,1.80587697,0.23
0.5,0.5,0,0.35,0,0.2,0.2,History of chocolate production,0.9936831,0.12
0.5,0.5,0,0.35,0,0.2,0.2,Apollo 11 moon landing 1969,2.312374115,0.23
0.5,0.5,0,0.35,0,0.2,0.2,Gothic architecture medieval cathedrals,1.626536846,0.63
0.5,0.5,0,0.35,0,0.2,0.2,Russian Revolution 1917 Bolsheviks,1.836671352,0.25
0.5,0.5,0,0.35,0,0.2,0.2,Academy Awards history Oscars,3.38940382,0.56
0.5,0.5,0,0.35,0,0.2,0.2,Fermentation food preservation techniques,1.975152969,0.22
0.5,0.5,0,0.35,0,0.2,0.2,History of pizza Italian cuisine,1.448083639,0.16
0.5,0.5,0,0.35,0,0.2,0.2,French cuisine traditional dishes,1.889717579,0.08
0.5,0.5,0,0.35,0,0.2,0.2,Endangered species conservation efforts,2.110375166,0.22
0.5,0.5,0,0.35,0,0.2,0.2,Greek mythology Western culture,2.173238754,0.27
0.5,0.5,0,0.35,0,0.2,0.2,Cold War proxy conflicts,2.517009497,0.37
0.5,0.5,0,0.35,0,0.2,0.2,Nelson Mandela apartheid biography,1.651210785,0.37
0.5,0.5,0,0.6,0,0.2,0.2,Human Genome Project DNA mapping,2.056604624,0.37
0.5,0.5,0,0.6,0,0.2,0.2,Italian pasta varieties and recipes,1.781119585,0.00
0.5,0.5,0,0.6,0,0.2,0.2,Street food around the world,3.089221478,0.11
0.5,0.5,0,0.6,0,0.2,0.2,Surrealism art Salvador Dalí,2.1542871,0.30
0.5,0.5,0,0.6,0,0.2,0.2,Mediterranean diet health benefits,1.791640997,0.08
0.5,0.5,0,0.6,0,0.2,0.2,Civil Rights Movement 1960s protests,2.989293098,0.39
0.5,0.5,0,0.6,0,0.2,0.2,Manhattan Project atomic bomb,1.569016695,0.35
0.5,0.5,0,0.6,0,0.2,0.2,Cheese types and production,1.530585527,0.61
0.5,0.5,0,0.6,0,0.2,0.2,Anime history Japan Studio Ghibli,2.573515177,0.14
0.5,0.5,0,0.6,0,0.2,0.2,Berlin Wall fall reunification,1.956125498,0.25
0.5,0.5,0,0.6,0,0.2,0.2,Sushi origins Japan,1.3816607,0.00
0.5,0.5,0,0.6,0,0.2,0.2,World War I causes consequences,3.953953505,0.29
0.5,0.5,0,0.6,0,0.2,0.2,Higgs Boson discovery physics,1.677694082,0.19
0.5,0.5,0,0.6,0,0.2,0.2,Golden Age of Hollywood films,3.080521107,0.16
0.5,0.5,0,0.6,0,0.2,0.2,Byzantine Empire Constantinople history,1.229880333,0.47
0.5,0.5,0,0.6,0,0.2,0.2,Turing Machine early computing,1.806005955,0.24
0.5,0.5,0,0.6,0,0.2,0.2,Theory of Relativity Einstein,1.235053778,0.23
0.5,0.5,0,0.6,0,0.2,0.2,Mobile phone technology evolution,1.812242031,0.23
0.5,0.5,0,0.6,0,0.2,0.2,History of chocolate production,1.038131237,0.12
0.5,0.5,0,0.6,0,0.2,0.2,Apollo 11 moon landing 1969,1.979671717,0.23
0.5,0.5,0,0.6,0,0.2,0.2,Gothic architecture medieval cathedrals,1.61755681,0.63
0.5,0.5,0,0.6,0,0.2,0.2,Russian Revolution 1917 Bolsheviks,1.68840456,0.25
0.5,0.5,0,0.6,0,0.2,0.2,Academy Awards history Oscars,3.248658419,0.56
0.5,0.5,0,0.6,0,0.2,0.2,Fermentation food preservation techniques,1.604030371,0.23
0.5,0.5,0,0.6,0,0.2,0.2,History of pizza Italian cuisine,1.190105677,0.16
1.2,0.5,0.6,0.1,0,0.2,0.2,Human Genome Project DNA mapping,2.350224972,0.41
1.2,0.5,0.6,0.1,0,0.2,0.2,Italian pasta varieties and recipes,1.692320585,0.09
1.2,0.5,0.6,0.1,0,0.2,0.2,Street food around the world,3.310046434,0.00
1.2,0.5,0.6,0.1,0,0.2,0.2,Surrealism art Salvador Dalí,2.042589664,0.31
1.2,0.5,0.6,0.1,0,0.2,0.2,Mediterranean diet health benefits,1.796807766,0.14
1.2,0.5,0.6,0.1,0,0.2,0.2,Civil Rights Movement 1960s protests,3.279598236,0.04
1.2,0.5,0.6,0.1,0,0.2,0.2,Manhattan Project atomic bomb,1.546397924,0.23
1.2,0.5,0.6,0.1,0,0.2,0.2,Cheese types and production,1.490927458,0.38
1.2,0.5,0.6,0.1,0,0.2,0.2,Anime history Japan Studio Ghibli,2.556915522,0.09
1.2,0.5,0.6,0.1,0,0.2,0.2,Berlin Wall fall reunification,1.848456144,0.07
1.2,0.5,0.6,0.1,0,0.2,0.2,Sushi origins Japan,1.396909714,0.14
1.2,0.5,0.6,0.1,0,0.2,0.2,World War I causes consequences,3.911468267,0.00
1.2,0.5,0.6,0.1,0,0.2,0.2,Higgs Boson discovery physics,1.532578707,0.32
1.2,0.5,0.6,0.1,0,0.2,0.2,Golden Age of Hollywood films,2.973577738,0.04
1.2,0.5,0.6,0.1,0,0.2,0.2,Byzantine Empire Constantinople history,1.375280619,0.51
1.2,0.5,0.6,0.1,0,0.2,0.2,Turing Machine early computing,1.775644779,0.20
1.2,0.5,0.6,0.1,0,0.2,0.2,Theory of Relativity Einstein,1.216005325,0.37
1.2,0.5,0.6,0.1,0,0.2,0.2,Mobile phone technology evolution,1.740906954,0.00
1.2,0.5,0.6,0.1,0,0.2,0.2,History of chocolate production,1.105402946,0.21
1.2,0.5,0.6,0.1,0,0.2,0.2,Apollo 11 moon landing 1969,2.144522667,0.07
1.2,0.5,0.6,0.1,0,0.2,0.2,Gothic architecture medieval cathedrals,1.386189938,0.44
1.2,0.5,0.6,0.1,0,0.2,0.2,Russian Revolution 1917 Bolsheviks,1.583414555,0.30
1.2,0.5,0.6,0.1,0,0.2,0.2,Academy Awards history Oscars,3.198982477,0.42
1.2,0.5,0.6,0.1,0,0.2,0.2,Fermentation food preservation techniques,1.589758873,0.22
1.2,0.5,0.6,0.1,0,0.2,0.2,History of pizza Italian cuisine,1.300087214,0.44
1.2,0.5,0.6,0.1,0,0.2,0.2,French cuisine traditional dishes,1.811794996,0.18
1.2,0.5,0.6,0.1,0,0.2,0.2,Endangered species conservation efforts,2.018936396,0.27
1.2,0.5,0.6,0.1,0,0.2,0.2,Greek mythology Western culture,2.288482428,0.07
1.2,0.5,0.6,0.1,0,0.2,0.2,Cold War proxy conflicts,2.577448368,0.30
1.2,0.5,0.6,0.1,0,0.2,0.2,Nelson Mandela apartheid biography,1.642901659,0.21
1.2,0.5,0.6,0.35,0,0.2,0.2,Human Genome Project DNA mapping,1.848062992,0.47
1.2,0.5,0.6,0.35,0,0.2,0.2,Italian pasta varieties and recipes,1.815705299,0.09
1.2,0.5,0.6,0.35,0,0.2,0.2,Street food around the world,3.182918787,0.08
1.2,0.5,0.6,0.35,0,0.2,0.2,Surrealism art Salvador Dalí,2.075978994,0.28
1.2,0.5,0.6,0.35,0,0.2,0.2,Mediterranean diet health benefits,1.541529655,0.16
1.2,0.5,0.6,0.35,0,0.2,0.2,Civil Rights Movement 1960s protests,3.160580397,0.30
1.2,0.5,0.6,0.35,0,0.2,0.2,Manhattan Project atomic bomb,1.432416916,0.26
1.2,0.5,0.6,0.35,0,0.2,0.2,Cheese types and production,1.412344694,0.47
1.2,0.5,0.6,0.35,0,0.2,0.2,Anime history Japan Studio Ghibli,2.638196468,0.14
1.2,0.5,0.6,0.35,0,0.2,0.2,Berlin Wall fall reunification,1.79297328,0.08
1.2,0.5,0.6,0.35,0,0.2,0.2,Sushi origins Japan,1.412764549,0.14
1.2,0.5,0.6,0.35,0,0.2,0.2,World War I causes consequences,4.265957832,0.17
1.2,0.5,0.6,0.35,0,0.2,0.2,Higgs Boson discovery physics,1.394007444,0.28
1.2,0.5,0.6,0.35,0,0.2,0.2,Golden Age of Hollywood films,2.920239449,0.12
1.2,0.5,0.6,0.35,0,0.2,0.2,Byzantine Empire Constantinople history,1.096001863,0.48
1.2,0.5,0.6,0.35,0,0.2,0.2,Turing Machine early computing,1.869282961,0.25
1.2,0.5,0.6,0.35,0,0.2,0.2,Theory of Relativity Einstein,1.123188019,0.29
1.2,0.5,0.6,0.35,0,0.2,0.2,Mobile phone technology evolution,1.479223728,0.13
1.2,0.5,0.6,0.35,0,0.2,0.2,History of chocolate production,0.93350172,0.21
1.2,0.5,0.6,0.35,0,0.2,0.2,Apollo 11 moon landing 1969,2.057702303,0.16
1.2,0.5,0.6,0.35,0,0.2,0.2,Gothic architecture medieval cathedrals,1.341097116,0.61
1.2,0.5,0.6,0.35,0,0.2,0.2,Russian Revolution 1917 Bolsheviks,1.627366781,0.25
1.2,0.5,0.6,0.35,0,0.2,0.2,Academy Awards history Oscars,3.129249811,0.59
1.2,0.5,0.6,0.35,0,0.2,0.2,Fermentation food preservation techniques,1.358520031,0.24
1.2,0.5,0.6,0.35,0,0.2,0.2,History of pizza Italian cuisine,1.29248023,0.39
1.2,0.5,0.6,0.35,0,0.2,0.2,French cuisine traditional dishes,1.86439395,0.18
1.2,0.5,0.6,0.35,0,0.2,0.2,Endangered species conservation efforts,2.066947699,0.19
1.2,0.5,0.6,0.35,0,0.2,0.2,Greek mythology Western culture,2.215563297,0.21
1.2,0.5,0.6,0.35,0,0.2,0.2,Cold War proxy conflicts,2.845414877,0.36
1.2,0.5,0.6,0.35,0,0.2,0.2,Nelson Mandela apartheid biography,1.600174189,0.21
1.2,0.5,0.6,0.6,0,0.2,0.2,Human Genome Project DNA mapping,1.90391922,0.44
